item,category,department,sell_price,quantity_real,quantity_pred,revenue_real,revenue_pred,porcent_diff
HOME_&_GARDEN_1_229,HOME_&_GARDEN,HOME_&_GARDEN_1,3.1,9,446,27.900000000000002,1382.6000000000001,97.98206278026906
HOME_&_GARDEN_1_229,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7,70,446,259.0,1650.2,84.30493273542601
HOME_&_GARDEN_1_230,HOME_&_GARDEN,HOME_&_GARDEN_1,4.1,81,377,332.09999999999997,1545.6999999999998,78.51458885941645
HOME_&_GARDEN_1_231,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,171,294,634.8375,1091.475,41.83673469387755
HOME_&_GARDEN_1_231,HOME_&_GARDEN,HOME_&_GARDEN_1,3.725,0,294,0.0,1095.15,100.0
HOME_&_GARDEN_1_232,HOME_&_GARDEN,HOME_&_GARDEN_1,5.2875,155,228,819.5625,1205.55,32.01754385964912
HOME_&_GARDEN_1_233,HOME_&_GARDEN,HOME_&_GARDEN_1,14.4,30,209,432.0,3009.6,85.64593301435407
HOME_&_GARDEN_1_234,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,1378,1282,1670.8249999999998,1554.425,7.48829953198128
HOME_&_GARDEN_1_235,HOME_&_GARDEN,HOME_&_GARDEN_1,4.3375,308,482,1335.95,2090.675,36.09958506224066
HOME_&_GARDEN_1_235,HOME_&_GARDEN,HOME_&_GARDEN_1,4.85,247,482,1197.9499999999998,2337.7,48.7551867219917
HOME_&_GARDEN_1_236,HOME_&_GARDEN,HOME_&_GARDEN_1,3.0875,771,549,2380.4625,1695.0375,40.43715846994536
HOME_&_GARDEN_1_237,HOME_&_GARDEN,HOME_&_GARDEN_1,7.35,144,268,1058.3999999999999,1969.8,46.26865671641791
HOME_&_GARDEN_1_238,HOME_&_GARDEN,HOME_&_GARDEN_1,3.1,364,426,1128.4,1320.6000000000001,14.553990610328638
HOME_&_GARDEN_1_239,HOME_&_GARDEN,HOME_&_GARDEN_1,4.9625,192,281,952.8000000000001,1394.4625,31.672597864768683
HOME_&_GARDEN_1_241,HOME_&_GARDEN,HOME_&_GARDEN_1,9.925,247,233,2451.4750000000004,2312.525,6.008583690987124
HOME_&_GARDEN_1_242,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2375,0,247,0.0,305.6625,100.0
HOME_&_GARDEN_1_242,HOME_&_GARDEN,HOME_&_GARDEN_1,6.1,186,247,1134.6,1506.6999999999998,24.696356275303643
HOME_&_GARDEN_1_243,HOME_&_GARDEN,HOME_&_GARDEN_1,2.4625,662,593,1630.175,1460.2625,11.63575042158516
HOME_&_GARDEN_1_244,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7,234,557,865.8000000000001,2060.9,57.989228007181325
HOME_&_GARDEN_1_245,HOME_&_GARDEN,HOME_&_GARDEN_1,3.3375,367,372,1224.8625,1241.55,1.3440860215053763
HOME_&_GARDEN_1_246,HOME_&_GARDEN,HOME_&_GARDEN_1,4.975,854,288,4248.65,1432.8,196.52777777777777
HOME_&_GARDEN_1_247,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,1190,1282,1442.875,1554.425,7.17628705148206
HOME_&_GARDEN_1_248,HOME_&_GARDEN,HOME_&_GARDEN_1,11.2125,143,259,1603.3875,2904.0375,44.78764478764479
HOME_&_GARDEN_1_249,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9625,310,307,3088.375,3058.4875,0.9771986970684038
HOME_&_GARDEN_1_250,HOME_&_GARDEN,HOME_&_GARDEN_1,3.35,69,379,231.15,1269.65,81.79419525065963
HOME_&_GARDEN_1_251,HOME_&_GARDEN,HOME_&_GARDEN_1,2.475,347,616,858.825,1524.6000000000001,43.66883116883117
HOME_&_GARDEN_1_252,HOME_&_GARDEN,HOME_&_GARDEN_1,11.8375,141,215,1669.0875,2545.0625,34.418604651162795
HOME_&_GARDEN_1_253,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,1,287,3.7125,1065.4875,99.65156794425087
HOME_&_GARDEN_1_253,HOME_&_GARDEN,HOME_&_GARDEN_1,4.3375,0,287,0.0,1244.8625000000002,100.0
HOME_&_GARDEN_1_254,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,1695,1282,2055.1875,1554.425,32.215288611544466
HOME_&_GARDEN_1_255,HOME_&_GARDEN,HOME_&_GARDEN_1,11.8375,121,215,1432.3375,2545.0625,43.72093023255814
HOME_&_GARDEN_1_256,HOME_&_GARDEN,HOME_&_GARDEN_1,7.4625,303,270,2261.1375000000003,2014.875,12.222222222222221
HOME_&_GARDEN_1_257,HOME_&_GARDEN,HOME_&_GARDEN_1,6.55,388,270,2541.4,1768.5,43.7037037037037
HOME_&_GARDEN_1_258,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,38,289,141.075,1072.9125,86.85121107266436
HOME_&_GARDEN_1_259,HOME_&_GARDEN,HOME_&_GARDEN_1,9.35,428,281,4001.7999999999997,2627.35,52.313167259786475
HOME_&_GARDEN_1_260,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,37,289,137.36249999999998,1072.9125,87.19723183391004
HOME_&_GARDEN_1_261,HOME_&_GARDEN,HOME_&_GARDEN_1,7.4625,85,270,634.3125,2014.875,68.51851851851852
HOME_&_GARDEN_1_262,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,1116,1282,1353.1499999999999,1554.425,12.948517940717629
HOME_&_GARDEN_1_263,HOME_&_GARDEN,HOME_&_GARDEN_1,9.275,75,269,695.625,2494.975,72.11895910780669
HOME_&_GARDEN_1_264,HOME_&_GARDEN,HOME_&_GARDEN_1,9.3375,82,281,765.6750000000001,2623.8375,70.8185053380783
HOME_&_GARDEN_1_265,HOME_&_GARDEN,HOME_&_GARDEN_1,5.925,135,261,799.875,1546.425,48.275862068965516
HOME_&_GARDEN_1_266,HOME_&_GARDEN,HOME_&_GARDEN_1,1.25,370,1583,462.5,1978.75,76.62665824384081
HOME_&_GARDEN_1_267,HOME_&_GARDEN,HOME_&_GARDEN_1,11.175,8,247,89.4,2760.2250000000004,96.76113360323887
HOME_&_GARDEN_1_267,HOME_&_GARDEN,HOME_&_GARDEN_1,12.175,248,247,3019.4,3007.2250000000004,0.4048582995951417
HOME_&_GARDEN_1_268,HOME_&_GARDEN,HOME_&_GARDEN_1,10.4625,204,291,2134.35,3044.5875,29.896907216494846
HOME_&_GARDEN_1_269,HOME_&_GARDEN,HOME_&_GARDEN_1,3.9,113,251,440.7,978.9,54.980079681274894
HOME_&_GARDEN_1_270,HOME_&_GARDEN,HOME_&_GARDEN_1,12.4,225,249,2790.0,3087.6,9.63855421686747
HOME_&_GARDEN_1_271,HOME_&_GARDEN,HOME_&_GARDEN_1,3.725,92,357,342.7,1329.825,74.2296918767507
HOME_&_GARDEN_1_272,HOME_&_GARDEN,HOME_&_GARDEN_1,11.7375,4,250,46.95,2934.375,98.4
HOME_&_GARDEN_1_272,HOME_&_GARDEN,HOME_&_GARDEN_1,12.4625,1170,250,14581.125,3115.625,368.0
HOME_&_GARDEN_1_274,HOME_&_GARDEN,HOME_&_GARDEN_1,2.4875,7,247,17.412499999999998,614.4124999999999,97.16599190283401
HOME_&_GARDEN_1_274,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,163,247,1006.525,1525.225,34.0080971659919
HOME_&_GARDEN_1_275,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,633,289,2350.0125,1072.9125,119.03114186851211
HOME_&_GARDEN_1_276,HOME_&_GARDEN,HOME_&_GARDEN_1,22.4625,51,227,1145.5874999999999,5098.987499999999,77.5330396475771
HOME_&_GARDEN_1_277,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2,314,1854,376.8,2224.7999999999997,83.06364617044228
HOME_&_GARDEN_1_277,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,954,1854,1156.725,2247.975,48.54368932038835
HOME_&_GARDEN_1_278,HOME_&_GARDEN,HOME_&_GARDEN_1,7.4625,147,269,1096.9875,2007.4125000000001,45.353159851301115
HOME_&_GARDEN_1_279,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,282,1282,341.92499999999995,1554.425,78.003120124805
HOME_&_GARDEN_1_280,HOME_&_GARDEN,HOME_&_GARDEN_1,6.2125,205,276,1273.5625,1714.65,25.724637681159418
HOME_&_GARDEN_1_281,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,216,244,1333.8,1506.7,11.475409836065573
HOME_&_GARDEN_1_282,HOME_&_GARDEN,HOME_&_GARDEN_1,4.975,279,288,1388.0249999999999,1432.8,3.125
HOME_&_GARDEN_1_283,HOME_&_GARDEN,HOME_&_GARDEN_1,1.85,938,571,1735.3000000000002,1056.3500000000001,64.27320490367777
HOME_&_GARDEN_1_284,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,339,244,2093.325,1506.7,38.9344262295082
HOME_&_GARDEN_1_285,HOME_&_GARDEN,HOME_&_GARDEN_1,3.45,590,377,2035.5,1300.65,56.49867374005305
HOME_&_GARDEN_1_286,HOME_&_GARDEN,HOME_&_GARDEN_1,6.1625,152,249,936.6999999999999,1534.4624999999999,38.95582329317269
HOME_&_GARDEN_1_287,HOME_&_GARDEN,HOME_&_GARDEN_1,5.7875,406,247,2349.725,1429.5124999999998,64.37246963562752
HOME_&_GARDEN_1_288,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9125,119,233,1179.5874999999999,2309.6124999999997,48.927038626609445
HOME_&_GARDEN_1_289,HOME_&_GARDEN,HOME_&_GARDEN_1,6.2,46,253,285.2,1568.6000000000001,81.81818181818183
HOME_&_GARDEN_1_289,HOME_&_GARDEN,HOME_&_GARDEN_1,6.525,206,253,1344.15,1650.825,18.57707509881423
HOME_&_GARDEN_1_290,HOME_&_GARDEN,HOME_&_GARDEN_1,12.3,375,249,4612.5,3062.7000000000003,50.602409638554214
HOME_&_GARDEN_1_291,HOME_&_GARDEN,HOME_&_GARDEN_1,4.65,485,369,2255.25,1715.8500000000001,31.43631436314363
HOME_&_GARDEN_1_292,HOME_&_GARDEN,HOME_&_GARDEN_1,8.1,374,295,3029.4,2389.5,26.779661016949152
HOME_&_GARDEN_1_293,HOME_&_GARDEN,HOME_&_GARDEN_1,13.725,3,206,41.175,2827.35,98.54368932038835
HOME_&_GARDEN_1_293,HOME_&_GARDEN,HOME_&_GARDEN_1,15.5875,0,206,0.0,3211.025,100.0
HOME_&_GARDEN_1_294,HOME_&_GARDEN,HOME_&_GARDEN_1,2.8375,1258,550,3569.575,1560.625,128.72727272727275
HOME_&_GARDEN_1_295,HOME_&_GARDEN,HOME_&_GARDEN_1,3.725,204,357,759.9,1329.825,42.857142857142854
HOME_&_GARDEN_1_296,HOME_&_GARDEN,HOME_&_GARDEN_1,6.2125,158,274,981.575,1702.2250000000001,42.33576642335766
HOME_&_GARDEN_1_297,HOME_&_GARDEN,HOME_&_GARDEN_1,9.925,16,233,158.8,2312.525,93.13304721030042
HOME_&_GARDEN_1_298,HOME_&_GARDEN,HOME_&_GARDEN_1,4.65,208,369,967.2,1715.8500000000001,43.63143631436314
HOME_&_GARDEN_1_299,HOME_&_GARDEN,HOME_&_GARDEN_1,6.5875,263,268,1732.5125,1765.45,1.8656716417910446
HOME_&_GARDEN_1_300,HOME_&_GARDEN,HOME_&_GARDEN_1,6.1,72,239,439.2,1457.8999999999999,69.8744769874477
HOME_&_GARDEN_1_301,HOME_&_GARDEN,HOME_&_GARDEN_1,5.8,48,249,278.4,1444.2,80.72289156626506
HOME_&_GARDEN_1_301,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,218,249,1346.1499999999999,1537.575,12.449799196787147
HOME_&_GARDEN_1_302,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9125,92,233,911.9499999999999,2309.6124999999997,60.51502145922747
HOME_&_GARDEN_1_303,HOME_&_GARDEN,HOME_&_GARDEN_1,1.175,466,2123,547.5500000000001,2494.525,78.04992934526614
HOME_&_GARDEN_1_303,HOME_&_GARDEN,HOME_&_GARDEN_1,1.225,1542,2123,1888.95,2600.675,27.366933584550164
HOME_&_GARDEN_1_304,HOME_&_GARDEN,HOME_&_GARDEN_1,2.95,1445,488,4262.75,1439.6000000000001,196.10655737704917
HOME_&_GARDEN_1_305,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,193,289,716.5124999999999,1072.9125,33.21799307958477
HOME_&_GARDEN_1_306,HOME_&_GARDEN,HOME_&_GARDEN_1,2.4625,1495,593,3681.4375,1460.2625,152.1079258010118
HOME_&_GARDEN_1_307,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,482,301,1789.425,1117.4624999999999,60.13289036544851
HOME_&_GARDEN_1_308,HOME_&_GARDEN,HOME_&_GARDEN_1,1.85,1,261,1.85,482.85,99.61685823754789
HOME_&_GARDEN_1_308,HOME_&_GARDEN,HOME_&_GARDEN_1,8.675,136,261,1179.8000000000002,2264.175,47.89272030651341
HOME_&_GARDEN_1_309,HOME_&_GARDEN,HOME_&_GARDEN_1,8.6,107,251,920.1999999999999,2158.6,57.37051792828686
HOME_&_GARDEN_1_310,HOME_&_GARDEN,HOME_&_GARDEN_1,8.7125,286,281,2491.775,2448.2125,1.7793594306049825
HOME_&_GARDEN_1_311,HOME_&_GARDEN,HOME_&_GARDEN_1,4.85,285,313,1382.25,1518.05,8.945686900958465
HOME_&_GARDEN_1_312,HOME_&_GARDEN,HOME_&_GARDEN_1,2.9625,224,455,663.6,1347.9375,50.76923076923077
HOME_&_GARDEN_1_313,HOME_&_GARDEN,HOME_&_GARDEN_1,3.75,5,296,18.75,1110.0,98.3108108108108
HOME_&_GARDEN_1_313,HOME_&_GARDEN,HOME_&_GARDEN_1,4.9625,193,296,957.7625,1468.9,34.7972972972973
HOME_&_GARDEN_1_314,HOME_&_GARDEN,HOME_&_GARDEN_1,9.975,117,307,1167.075,3062.325,61.88925081433225
HOME_&_GARDEN_1_315,HOME_&_GARDEN,HOME_&_GARDEN_1,11.85,128,215,1516.8,2547.75,40.46511627906977
HOME_&_GARDEN_1_316,HOME_&_GARDEN,HOME_&_GARDEN_1,4.95,256,279,1267.2,1381.05,8.24372759856631
HOME_&_GARDEN_1_317,HOME_&_GARDEN,HOME_&_GARDEN_1,2.45,286,473,700.7,1158.8500000000001,39.53488372093023
HOME_&_GARDEN_1_318,HOME_&_GARDEN,HOME_&_GARDEN_1,3.6,672,659,2419.2000000000003,2372.4,1.9726858877086493
HOME_&_GARDEN_1_318,HOME_&_GARDEN,HOME_&_GARDEN_1,3.65,207,659,755.55,2405.35,68.5887708649469
HOME_&_GARDEN_1_319,HOME_&_GARDEN,HOME_&_GARDEN_1,2.3375,261,635,610.0875,1484.3125,58.89763779527559
HOME_&_GARDEN_1_319,HOME_&_GARDEN,HOME_&_GARDEN_1,2.425,503,635,1219.7749999999999,1539.875,20.787401574803148
HOME_&_GARDEN_1_320,HOME_&_GARDEN,HOME_&_GARDEN_1,5.55,56,217,310.8,1204.35,74.19354838709677
HOME_&_GARDEN_1_320,HOME_&_GARDEN,HOME_&_GARDEN_1,5.5875,189,217,1056.0375000000001,1212.4875000000002,12.903225806451612
HOME_&_GARDEN_1_321,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,462,289,1715.175,1072.9125,59.86159169550172
HOME_&_GARDEN_1_322,HOME_&_GARDEN,HOME_&_GARDEN_1,3.475,0,394,0.0,1369.15,100.0
HOME_&_GARDEN_1_322,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,293,394,1087.7625,1462.725,25.63451776649746
HOME_&_GARDEN_1_323,HOME_&_GARDEN,HOME_&_GARDEN_1,5.85,43,254,251.54999999999998,1485.8999999999999,83.07086614173228
HOME_&_GARDEN_1_323,HOME_&_GARDEN,HOME_&_GARDEN_1,6.55,8,254,52.4,1663.7,96.8503937007874
HOME_&_GARDEN_1_324,HOME_&_GARDEN,HOME_&_GARDEN_1,7.4625,377,270,2813.3625,2014.875,39.62962962962963
HOME_&_GARDEN_1_325,HOME_&_GARDEN,HOME_&_GARDEN_1,4.1,13,396,53.3,1623.6,96.71717171717171
HOME_&_GARDEN_1_325,HOME_&_GARDEN,HOME_&_GARDEN_1,4.85,124,396,601.4,1920.6,68.68686868686868
HOME_&_GARDEN_1_326,HOME_&_GARDEN,HOME_&_GARDEN_1,6.0875,47,246,286.1125,1497.525,80.89430894308943
HOME_&_GARDEN_1_326,HOME_&_GARDEN,HOME_&_GARDEN_1,6.1,111,246,677.0999999999999,1500.6,54.87804878048781
HOME_&_GARDEN_1_327,HOME_&_GARDEN,HOME_&_GARDEN_1,1.175,438,2123,514.65,2494.525,79.36881771078662
HOME_&_GARDEN_1_327,HOME_&_GARDEN,HOME_&_GARDEN_1,1.225,1314,2123,1609.65,2600.675,38.10645313235987
HOME_&_GARDEN_1_328,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,1103,248,6811.025,1531.3999999999999,344.758064516129
HOME_&_GARDEN_1_329,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,338,244,2087.15,1506.7,38.52459016393443
HOME_&_GARDEN_1_330,HOME_&_GARDEN,HOME_&_GARDEN_1,3.025,284,374,859.1,1131.35,24.06417112299465
HOME_&_GARDEN_1_331,HOME_&_GARDEN,HOME_&_GARDEN_1,6.1,251,239,1531.1,1457.8999999999999,5.02092050209205
HOME_&_GARDEN_1_332,HOME_&_GARDEN,HOME_&_GARDEN_1,12.175,142,249,1728.8500000000001,3031.5750000000003,42.971887550200805
HOME_&_GARDEN_1_333,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,229,292,850.1625,1084.05,21.575342465753426
HOME_&_GARDEN_1_334,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2,1017,1854,1220.3999999999999,2224.7999999999997,45.14563106796117
HOME_&_GARDEN_1_334,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,2444,1854,2963.35,2247.975,31.823085221143472
HOME_&_GARDEN_1_335,HOME_&_GARDEN,HOME_&_GARDEN_1,6.25,4,257,25.0,1606.25,98.44357976653697
HOME_&_GARDEN_1_335,HOME_&_GARDEN,HOME_&_GARDEN_1,11.775,125,257,1471.875,3026.175,51.36186770428015
HOME_&_GARDEN_1_336,HOME_&_GARDEN,HOME_&_GARDEN_1,6.0875,222,272,1351.4250000000002,1655.8000000000002,18.38235294117647
HOME_&_GARDEN_1_337,HOME_&_GARDEN,HOME_&_GARDEN_1,6.2125,82,276,509.425,1714.65,70.28985507246377
HOME_&_GARDEN_1_338,HOME_&_GARDEN,HOME_&_GARDEN_1,4.925,735,313,3619.875,1541.5249999999999,134.82428115015975
HOME_&_GARDEN_1_339,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2,344,1854,412.8,2224.7999999999997,81.44552319309601
HOME_&_GARDEN_1_339,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,1238,1854,1501.0749999999998,2247.975,33.22545846817692
HOME_&_GARDEN_1_340,HOME_&_GARDEN,HOME_&_GARDEN_1,6.225,63,259,392.17499999999995,1612.2749999999999,75.67567567567568
HOME_&_GARDEN_1_341,HOME_&_GARDEN,HOME_&_GARDEN_1,6.1,178,239,1085.8,1457.8999999999999,25.523012552301257
HOME_&_GARDEN_1_342,HOME_&_GARDEN,HOME_&_GARDEN_1,22.4,86,285,1926.3999999999999,6384.0,69.82456140350877
HOME_&_GARDEN_1_342,HOME_&_GARDEN,HOME_&_GARDEN_1,22.4625,264,285,5930.099999999999,6401.8125,7.368421052631578
HOME_&_GARDEN_1_343,HOME_&_GARDEN,HOME_&_GARDEN_1,6.5875,489,268,3221.2875000000004,1765.45,82.46268656716418
HOME_&_GARDEN_1_344,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9125,455,233,4510.1875,2309.6124999999997,95.27896995708154
HOME_&_GARDEN_1_345,HOME_&_GARDEN,HOME_&_GARDEN_1,5.15,21,238,108.15,1225.7,91.17647058823529
HOME_&_GARDEN_1_345,HOME_&_GARDEN,HOME_&_GARDEN_1,5.275,163,238,859.825,1255.45,31.512605042016805
HOME_&_GARDEN_1_346,HOME_&_GARDEN,HOME_&_GARDEN_1,4.925,196,313,965.3,1541.5249999999999,37.38019169329074
HOME_&_GARDEN_1_347,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9625,411,307,4094.5875,3058.4875,33.876221498371336
HOME_&_GARDEN_1_348,HOME_&_GARDEN,HOME_&_GARDEN_1,2.325,770,452,1790.2500000000002,1050.9,70.35398230088495
HOME_&_GARDEN_1_349,HOME_&_GARDEN,HOME_&_GARDEN_1,3.675,510,976,1874.25,3586.7999999999997,47.74590163934426
HOME_&_GARDEN_1_350,HOME_&_GARDEN,HOME_&_GARDEN_1,3.425,288,377,986.4,1291.225,23.607427055702917
HOME_&_GARDEN_1_351,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2,307,1854,368.4,2224.7999999999997,83.44120819848975
HOME_&_GARDEN_1_351,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,1436,1854,1741.1499999999999,2247.975,22.54584681769148
HOME_&_GARDEN_1_353,HOME_&_GARDEN,HOME_&_GARDEN_1,4.3,153,228,657.9,980.4,32.89473684210527
HOME_&_GARDEN_1_354,HOME_&_GARDEN,HOME_&_GARDEN_1,2.4125,575,568,1387.1875,1370.3,1.232394366197183
HOME_&_GARDEN_1_355,HOME_&_GARDEN,HOME_&_GARDEN_1,9.975,130,307,1296.75,3062.325,57.65472312703584
HOME_&_GARDEN_1_356,HOME_&_GARDEN,HOME_&_GARDEN_1,6.2,1,291,6.2,1804.2,99.65635738831615
HOME_&_GARDEN_1_356,HOME_&_GARDEN,HOME_&_GARDEN_1,7.45,0,291,0.0,2167.9500000000003,100.0
HOME_&_GARDEN_1_357,HOME_&_GARDEN,HOME_&_GARDEN_1,14.9625,579,215,8663.2875,3216.9375,169.30232558139537
HOME_&_GARDEN_1_358,HOME_&_GARDEN,HOME_&_GARDEN_1,11.175,4,265,44.7,2961.375,98.49056603773585
HOME_&_GARDEN_1_358,HOME_&_GARDEN,HOME_&_GARDEN_1,12.4625,334,265,4162.475,3302.5625,26.037735849056602
HOME_&_GARDEN_1_359,HOME_&_GARDEN,HOME_&_GARDEN_1,8.6,325,251,2795.0,2158.6,29.482071713147413
HOME_&_GARDEN_1_360,HOME_&_GARDEN,HOME_&_GARDEN_1,4.95,106,279,524.7,1381.05,62.00716845878136
HOME_&_GARDEN_1_361,HOME_&_GARDEN,HOME_&_GARDEN_1,2.35,712,532,1673.2,1250.2,33.83458646616541
HOME_&_GARDEN_1_362,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9625,101,307,1006.2125000000001,3058.4875,67.10097719869707
HOME_&_GARDEN_1_363,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,165,289,612.5625,1072.9125,42.90657439446367
HOME_&_GARDEN_1_364,HOME_&_GARDEN,HOME_&_GARDEN_1,7.5,6,279,45.0,2092.5,97.84946236559139
HOME_&_GARDEN_1_364,HOME_&_GARDEN,HOME_&_GARDEN_1,8.925,20,279,178.5,2490.0750000000003,92.831541218638
HOME_&_GARDEN_1_364,HOME_&_GARDEN,HOME_&_GARDEN_1,9.35,91,279,850.85,2608.65,67.38351254480287
HOME_&_GARDEN_1_365,HOME_&_GARDEN,HOME_&_GARDEN_1,4.95,38,267,188.1,1321.65,85.76779026217228
HOME_&_GARDEN_1_365,HOME_&_GARDEN,HOME_&_GARDEN_1,5.2125,153,267,797.5125,1391.7375000000002,42.69662921348314
HOME_&_GARDEN_1_366,HOME_&_GARDEN,HOME_&_GARDEN_1,7.45,0,332,0.0,2473.4,100.0
HOME_&_GARDEN_1_367,HOME_&_GARDEN,HOME_&_GARDEN_1,4.9625,102,281,506.175,1394.4625,63.70106761565836
HOME_&_GARDEN_1_368,HOME_&_GARDEN,HOME_&_GARDEN_1,9.975,63,277,628.425,2763.075,77.25631768953069
HOME_&_GARDEN_1_368,HOME_&_GARDEN,HOME_&_GARDEN_1,10.6,45,277,477.0,2936.2,83.75451263537906
HOME_&_GARDEN_1_369,HOME_&_GARDEN,HOME_&_GARDEN_1,4.65,492,369,2287.8,1715.8500000000001,33.33333333333333
HOME_&_GARDEN_1_370,HOME_&_GARDEN,HOME_&_GARDEN_1,8.0375,62,279,498.325,2242.4625,77.77777777777779
HOME_&_GARDEN_1_370,HOME_&_GARDEN,HOME_&_GARDEN_1,9.0875,394,279,3580.4750000000004,2535.4125,41.21863799283154
HOME_&_GARDEN_1_371,HOME_&_GARDEN,HOME_&_GARDEN_1,5.8,116,249,672.8,1444.2,53.41365461847389
HOME_&_GARDEN_1_371,HOME_&_GARDEN,HOME_&_GARDEN_1,6.175,259,249,1599.325,1537.575,4.016064257028113
HOME_&_GARDEN_1_372,HOME_&_GARDEN,HOME_&_GARDEN_1,2.4625,483,593,1189.3875,1460.2625,18.54974704890388
HOME_&_GARDEN_1_373,HOME_&_GARDEN,HOME_&_GARDEN_1,4.275,873,508,3732.0750000000003,2171.7000000000003,71.8503937007874
HOME_&_GARDEN_1_374,HOME_&_GARDEN,HOME_&_GARDEN_1,4.9625,149,281,739.4125,1394.4625,46.97508896797153
HOME_&_GARDEN_1_375,HOME_&_GARDEN,HOME_&_GARDEN_1,9.9625,85,307,846.8125,3058.4875,72.31270358306189
HOME_&_GARDEN_1_376,HOME_&_GARDEN,HOME_&_GARDEN_1,6.8,282,254,1917.6,1727.2,11.023622047244094
HOME_&_GARDEN_1_377,HOME_&_GARDEN,HOME_&_GARDEN_1,11.2,102,259,1142.3999999999999,2900.7999999999997,60.61776061776062
HOME_&_GARDEN_1_378,HOME_&_GARDEN,HOME_&_GARDEN_1,27.225,60,113,1633.5,3076.425,46.902654867256636
HOME_&_GARDEN_1_379,HOME_&_GARDEN,HOME_&_GARDEN_1,1.2125,660,1282,800.2499999999999,1554.425,48.517940717628704
HOME_&_GARDEN_1_380,HOME_&_GARDEN,HOME_&_GARDEN_1,5.7125,176,247,1005.4000000000001,1410.9875000000002,28.74493927125506
HOME_&_GARDEN_1_381,HOME_&_GARDEN,HOME_&_GARDEN_1,4.9625,0,277,0.0,1374.6125000000002,100.0
HOME_&_GARDEN_1_381,HOME_&_GARDEN,HOME_&_GARDEN_1,6.2125,318,277,1975.575,1720.8625000000002,14.801444043321299
HOME_&_GARDEN_1_382,HOME_&_GARDEN,HOME_&_GARDEN_1,2.85,429,527,1222.65,1501.95,18.59582542694497
HOME_&_GARDEN_1_383,HOME_&_GARDEN,HOME_&_GARDEN_1,4.05,110,534,445.5,2162.7,79.40074906367042
HOME_&_GARDEN_1_383,HOME_&_GARDEN,HOME_&_GARDEN_1,4.35,225,534,978.7499999999999,2322.8999999999996,57.865168539325836
HOME_&_GARDEN_1_384,HOME_&_GARDEN,HOME_&_GARDEN_1,6.05,304,272,1839.2,1645.6,11.76470588235294
HOME_&_GARDEN_1_385,HOME_&_GARDEN,HOME_&_GARDEN_1,2.4625,770,593,1896.125,1460.2625,29.848229342327148
HOME_&_GARDEN_1_386,HOME_&_GARDEN,HOME_&_GARDEN_1,3.575,293,730,1047.4750000000001,2609.75,59.86301369863014
HOME_&_GARDEN_1_386,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7,461,730,1705.7,2701.0,36.84931506849315
HOME_&_GARDEN_1_387,HOME_&_GARDEN,HOME_&_GARDEN_1,3.6,820,659,2952.0,2372.4,24.430955993930198
HOME_&_GARDEN_1_388,HOME_&_GARDEN,HOME_&_GARDEN_1,3.7125,1,280,3.7125,1039.5,99.64285714285714
HOME_&_GARDEN_1_388,HOME_&_GARDEN,HOME_&_GARDEN_1,4.3375,0,280,0.0,1214.5,100.0
