item,category,department,quantity_real,quantity_pred,porcent_diff
HOME_&_GARDEN_1_190,HOME_&_GARDEN,HOME_&_GARDEN_1,237,244,2.8688524590163933
HOME_&_GARDEN_1_191,HOME_&_GARDEN,HOME_&_GARDEN_1,1568,557,181.508078994614
HOME_&_GARDEN_1_192,HOME_&_GARDEN,HOME_&_GARDEN_1,133,249,46.58634538152611
HOME_&_GARDEN_1_193,HOME_&_GARDEN,HOME_&_GARDEN_1,412,374,10.16042780748663
HOME_&_GARDEN_1_194,HOME_&_GARDEN,HOME_&_GARDEN_1,262,259,1.1583011583011582
HOME_&_GARDEN_1_195,HOME_&_GARDEN,HOME_&_GARDEN_1,127,313,59.424920127795524
HOME_&_GARDEN_1_196,HOME_&_GARDEN,HOME_&_GARDEN_1,592,600,1.3333333333333335
HOME_&_GARDEN_1_197,HOME_&_GARDEN,HOME_&_GARDEN_1,377,277,36.101083032490976
HOME_&_GARDEN_1_198,HOME_&_GARDEN,HOME_&_GARDEN_1,1599,1282,24.726989079563182
HOME_&_GARDEN_1_199,HOME_&_GARDEN,HOME_&_GARDEN_1,39,236,83.47457627118644
HOME_&_GARDEN_1_200,HOME_&_GARDEN,HOME_&_GARDEN_1,140,402,65.17412935323384
HOME_&_GARDEN_1_201,HOME_&_GARDEN,HOME_&_GARDEN_1,252,272,7.352941176470589
HOME_&_GARDEN_1_202,HOME_&_GARDEN,HOME_&_GARDEN_1,723,616,17.37012987012987
HOME_&_GARDEN_1_203,HOME_&_GARDEN,HOME_&_GARDEN_1,286,244,17.21311475409836
HOME_&_GARDEN_1_204,HOME_&_GARDEN,HOME_&_GARDEN_1,495,532,6.954887218045112
HOME_&_GARDEN_1_205,HOME_&_GARDEN,HOME_&_GARDEN_1,386,332,16.265060240963855
HOME_&_GARDEN_1_206,HOME_&_GARDEN,HOME_&_GARDEN_1,41,239,82.84518828451883
HOME_&_GARDEN_1_207,HOME_&_GARDEN,HOME_&_GARDEN_1,80,307,73.9413680781759
HOME_&_GARDEN_1_208,HOME_&_GARDEN,HOME_&_GARDEN_1,553,1116,50.44802867383512
HOME_&_GARDEN_1_209,HOME_&_GARDEN,HOME_&_GARDEN_1,0,286,100.0
HOME_&_GARDEN_1_210,HOME_&_GARDEN,HOME_&_GARDEN_1,55,249,77.91164658634538
HOME_&_GARDEN_1_211,HOME_&_GARDEN,HOME_&_GARDEN_1,177,541,67.28280961182995
HOME_&_GARDEN_1_212,HOME_&_GARDEN,HOME_&_GARDEN_1,391,254,53.937007874015755
HOME_&_GARDEN_1_213,HOME_&_GARDEN,HOME_&_GARDEN_1,306,254,20.47244094488189
HOME_&_GARDEN_1_214,HOME_&_GARDEN,HOME_&_GARDEN_1,1492,517,188.5880077369439
HOME_&_GARDEN_1_215,HOME_&_GARDEN,HOME_&_GARDEN_1,340,551,38.294010889292196
HOME_&_GARDEN_1_216,HOME_&_GARDEN,HOME_&_GARDEN_1,53,214,75.23364485981308
HOME_&_GARDEN_1_217,HOME_&_GARDEN,HOME_&_GARDEN_1,284,496,42.74193548387097
HOME_&_GARDEN_1_218,HOME_&_GARDEN,HOME_&_GARDEN_1,569,635,10.393700787401574
HOME_&_GARDEN_1_219,HOME_&_GARDEN,HOME_&_GARDEN_1,120,295,59.32203389830508
HOME_&_GARDEN_1_220,HOME_&_GARDEN,HOME_&_GARDEN_1,365,496,26.411290322580644
HOME_&_GARDEN_1_221,HOME_&_GARDEN,HOME_&_GARDEN_1,163,214,23.83177570093458
HOME_&_GARDEN_1_222,HOME_&_GARDEN,HOME_&_GARDEN_1,1046,276,278.9855072463768
HOME_&_GARDEN_1_223,HOME_&_GARDEN,HOME_&_GARDEN_1,184,215,14.418604651162791
HOME_&_GARDEN_1_224,HOME_&_GARDEN,HOME_&_GARDEN_1,201,307,34.527687296416936
HOME_&_GARDEN_1_225,HOME_&_GARDEN,HOME_&_GARDEN_1,657,529,24.196597353497165
HOME_&_GARDEN_1_226,HOME_&_GARDEN,HOME_&_GARDEN_1,392,668,41.31736526946108
HOME_&_GARDEN_1_227,HOME_&_GARDEN,HOME_&_GARDEN_1,431,371,16.172506738544474
HOME_&_GARDEN_1_228,HOME_&_GARDEN,HOME_&_GARDEN_1,160,215,25.581395348837212
HOME_&_GARDEN_1_229,HOME_&_GARDEN,HOME_&_GARDEN_1,79,446,82.28699551569507
HOME_&_GARDEN_1_230,HOME_&_GARDEN,HOME_&_GARDEN_1,81,377,78.51458885941645
HOME_&_GARDEN_1_231,HOME_&_GARDEN,HOME_&_GARDEN_1,171,294,41.83673469387755
HOME_&_GARDEN_1_232,HOME_&_GARDEN,HOME_&_GARDEN_1,155,228,32.01754385964912
HOME_&_GARDEN_1_233,HOME_&_GARDEN,HOME_&_GARDEN_1,30,209,85.64593301435407
HOME_&_GARDEN_1_234,HOME_&_GARDEN,HOME_&_GARDEN_1,1378,1282,7.48829953198128
HOME_&_GARDEN_1_235,HOME_&_GARDEN,HOME_&_GARDEN_1,555,482,15.145228215767634
HOME_&_GARDEN_1_236,HOME_&_GARDEN,HOME_&_GARDEN_1,771,549,40.43715846994536
HOME_&_GARDEN_1_237,HOME_&_GARDEN,HOME_&_GARDEN_1,144,268,46.26865671641791
HOME_&_GARDEN_1_238,HOME_&_GARDEN,HOME_&_GARDEN_1,364,426,14.553990610328638
HOME_&_GARDEN_1_239,HOME_&_GARDEN,HOME_&_GARDEN_1,192,281,31.672597864768683
HOME_&_GARDEN_1_241,HOME_&_GARDEN,HOME_&_GARDEN_1,247,233,6.008583690987124
HOME_&_GARDEN_1_242,HOME_&_GARDEN,HOME_&_GARDEN_1,186,247,24.696356275303643
HOME_&_GARDEN_1_243,HOME_&_GARDEN,HOME_&_GARDEN_1,662,593,11.63575042158516
HOME_&_GARDEN_1_244,HOME_&_GARDEN,HOME_&_GARDEN_1,234,557,57.989228007181325
HOME_&_GARDEN_1_245,HOME_&_GARDEN,HOME_&_GARDEN_1,367,372,1.3440860215053763
HOME_&_GARDEN_1_246,HOME_&_GARDEN,HOME_&_GARDEN_1,854,288,196.52777777777777
HOME_&_GARDEN_1_247,HOME_&_GARDEN,HOME_&_GARDEN_1,1190,1282,7.17628705148206
HOME_&_GARDEN_1_248,HOME_&_GARDEN,HOME_&_GARDEN_1,143,259,44.78764478764479
HOME_&_GARDEN_1_249,HOME_&_GARDEN,HOME_&_GARDEN_1,310,307,0.9771986970684038
HOME_&_GARDEN_1_250,HOME_&_GARDEN,HOME_&_GARDEN_1,69,379,81.79419525065963
HOME_&_GARDEN_1_251,HOME_&_GARDEN,HOME_&_GARDEN_1,347,616,43.66883116883117
HOME_&_GARDEN_1_252,HOME_&_GARDEN,HOME_&_GARDEN_1,141,215,34.418604651162795
HOME_&_GARDEN_1_253,HOME_&_GARDEN,HOME_&_GARDEN_1,1,287,99.65156794425087
HOME_&_GARDEN_1_254,HOME_&_GARDEN,HOME_&_GARDEN_1,1695,1282,32.215288611544466
HOME_&_GARDEN_1_255,HOME_&_GARDEN,HOME_&_GARDEN_1,121,215,43.72093023255814
HOME_&_GARDEN_1_256,HOME_&_GARDEN,HOME_&_GARDEN_1,303,270,12.222222222222221
HOME_&_GARDEN_1_257,HOME_&_GARDEN,HOME_&_GARDEN_1,388,270,43.7037037037037
HOME_&_GARDEN_1_258,HOME_&_GARDEN,HOME_&_GARDEN_1,38,289,86.85121107266436
HOME_&_GARDEN_1_259,HOME_&_GARDEN,HOME_&_GARDEN_1,428,281,52.313167259786475
HOME_&_GARDEN_1_260,HOME_&_GARDEN,HOME_&_GARDEN_1,37,289,87.19723183391004
HOME_&_GARDEN_1_261,HOME_&_GARDEN,HOME_&_GARDEN_1,85,270,68.51851851851852
HOME_&_GARDEN_1_262,HOME_&_GARDEN,HOME_&_GARDEN_1,1116,1282,12.948517940717629
HOME_&_GARDEN_1_263,HOME_&_GARDEN,HOME_&_GARDEN_1,75,269,72.11895910780669
HOME_&_GARDEN_1_264,HOME_&_GARDEN,HOME_&_GARDEN_1,82,281,70.8185053380783
HOME_&_GARDEN_1_265,HOME_&_GARDEN,HOME_&_GARDEN_1,135,261,48.275862068965516
HOME_&_GARDEN_1_266,HOME_&_GARDEN,HOME_&_GARDEN_1,370,1583,76.62665824384081
HOME_&_GARDEN_1_267,HOME_&_GARDEN,HOME_&_GARDEN_1,256,247,3.643724696356275
HOME_&_GARDEN_1_268,HOME_&_GARDEN,HOME_&_GARDEN_1,204,291,29.896907216494846
HOME_&_GARDEN_1_269,HOME_&_GARDEN,HOME_&_GARDEN_1,113,251,54.980079681274894
HOME_&_GARDEN_1_270,HOME_&_GARDEN,HOME_&_GARDEN_1,225,249,9.63855421686747
HOME_&_GARDEN_1_271,HOME_&_GARDEN,HOME_&_GARDEN_1,92,357,74.2296918767507
HOME_&_GARDEN_1_272,HOME_&_GARDEN,HOME_&_GARDEN_1,1174,250,369.6
HOME_&_GARDEN_1_274,HOME_&_GARDEN,HOME_&_GARDEN_1,170,247,31.17408906882591
HOME_&_GARDEN_1_275,HOME_&_GARDEN,HOME_&_GARDEN_1,633,289,119.03114186851211
HOME_&_GARDEN_1_276,HOME_&_GARDEN,HOME_&_GARDEN_1,51,227,77.5330396475771
HOME_&_GARDEN_1_277,HOME_&_GARDEN,HOME_&_GARDEN_1,1268,1854,31.607335490830636
HOME_&_GARDEN_1_278,HOME_&_GARDEN,HOME_&_GARDEN_1,147,269,45.353159851301115
HOME_&_GARDEN_1_279,HOME_&_GARDEN,HOME_&_GARDEN_1,282,1282,78.003120124805
HOME_&_GARDEN_1_280,HOME_&_GARDEN,HOME_&_GARDEN_1,205,276,25.724637681159418
HOME_&_GARDEN_1_281,HOME_&_GARDEN,HOME_&_GARDEN_1,216,244,11.475409836065573
HOME_&_GARDEN_1_282,HOME_&_GARDEN,HOME_&_GARDEN_1,279,288,3.125
HOME_&_GARDEN_1_283,HOME_&_GARDEN,HOME_&_GARDEN_1,938,571,64.27320490367777
HOME_&_GARDEN_1_284,HOME_&_GARDEN,HOME_&_GARDEN_1,339,244,38.9344262295082
HOME_&_GARDEN_1_285,HOME_&_GARDEN,HOME_&_GARDEN_1,590,377,56.49867374005305
HOME_&_GARDEN_1_286,HOME_&_GARDEN,HOME_&_GARDEN_1,152,249,38.95582329317269
HOME_&_GARDEN_1_287,HOME_&_GARDEN,HOME_&_GARDEN_1,406,247,64.37246963562752
HOME_&_GARDEN_1_288,HOME_&_GARDEN,HOME_&_GARDEN_1,119,233,48.927038626609445
HOME_&_GARDEN_1_289,HOME_&_GARDEN,HOME_&_GARDEN_1,252,253,0.3952569169960474
HOME_&_GARDEN_1_290,HOME_&_GARDEN,HOME_&_GARDEN_1,375,249,50.602409638554214
HOME_&_GARDEN_1_291,HOME_&_GARDEN,HOME_&_GARDEN_1,485,369,31.43631436314363
HOME_&_GARDEN_1_292,HOME_&_GARDEN,HOME_&_GARDEN_1,374,295,26.779661016949152
HOME_&_GARDEN_1_293,HOME_&_GARDEN,HOME_&_GARDEN_1,3,206,98.54368932038835
HOME_&_GARDEN_1_294,HOME_&_GARDEN,HOME_&_GARDEN_1,1258,550,128.72727272727275
HOME_&_GARDEN_1_295,HOME_&_GARDEN,HOME_&_GARDEN_1,204,357,42.857142857142854
HOME_&_GARDEN_1_296,HOME_&_GARDEN,HOME_&_GARDEN_1,158,274,42.33576642335766
HOME_&_GARDEN_1_297,HOME_&_GARDEN,HOME_&_GARDEN_1,16,233,93.13304721030042
HOME_&_GARDEN_1_298,HOME_&_GARDEN,HOME_&_GARDEN_1,208,369,43.63143631436314
HOME_&_GARDEN_1_299,HOME_&_GARDEN,HOME_&_GARDEN_1,263,268,1.8656716417910446
HOME_&_GARDEN_1_300,HOME_&_GARDEN,HOME_&_GARDEN_1,72,239,69.8744769874477
HOME_&_GARDEN_1_301,HOME_&_GARDEN,HOME_&_GARDEN_1,266,249,6.827309236947792
HOME_&_GARDEN_1_302,HOME_&_GARDEN,HOME_&_GARDEN_1,92,233,60.51502145922747
HOME_&_GARDEN_1_303,HOME_&_GARDEN,HOME_&_GARDEN_1,2008,2123,5.416862929816298
HOME_&_GARDEN_1_304,HOME_&_GARDEN,HOME_&_GARDEN_1,1445,488,196.10655737704917
HOME_&_GARDEN_1_305,HOME_&_GARDEN,HOME_&_GARDEN_1,193,289,33.21799307958477
HOME_&_GARDEN_1_306,HOME_&_GARDEN,HOME_&_GARDEN_1,1495,593,152.1079258010118
HOME_&_GARDEN_1_307,HOME_&_GARDEN,HOME_&_GARDEN_1,482,301,60.13289036544851
HOME_&_GARDEN_1_308,HOME_&_GARDEN,HOME_&_GARDEN_1,137,261,47.509578544061306
HOME_&_GARDEN_1_309,HOME_&_GARDEN,HOME_&_GARDEN_1,107,251,57.37051792828686
HOME_&_GARDEN_1_310,HOME_&_GARDEN,HOME_&_GARDEN_1,286,281,1.7793594306049825
HOME_&_GARDEN_1_311,HOME_&_GARDEN,HOME_&_GARDEN_1,285,313,8.945686900958465
HOME_&_GARDEN_1_312,HOME_&_GARDEN,HOME_&_GARDEN_1,224,455,50.76923076923077
HOME_&_GARDEN_1_313,HOME_&_GARDEN,HOME_&_GARDEN_1,198,296,33.108108108108105
HOME_&_GARDEN_1_314,HOME_&_GARDEN,HOME_&_GARDEN_1,117,307,61.88925081433225
HOME_&_GARDEN_1_315,HOME_&_GARDEN,HOME_&_GARDEN_1,128,215,40.46511627906977
HOME_&_GARDEN_1_316,HOME_&_GARDEN,HOME_&_GARDEN_1,256,279,8.24372759856631
HOME_&_GARDEN_1_317,HOME_&_GARDEN,HOME_&_GARDEN_1,286,473,39.53488372093023
HOME_&_GARDEN_1_318,HOME_&_GARDEN,HOME_&_GARDEN_1,879,659,33.38391502276176
HOME_&_GARDEN_1_319,HOME_&_GARDEN,HOME_&_GARDEN_1,764,635,20.31496062992126
HOME_&_GARDEN_1_320,HOME_&_GARDEN,HOME_&_GARDEN_1,245,217,12.903225806451612
HOME_&_GARDEN_1_321,HOME_&_GARDEN,HOME_&_GARDEN_1,462,289,59.86159169550172
HOME_&_GARDEN_1_322,HOME_&_GARDEN,HOME_&_GARDEN_1,293,394,25.63451776649746
HOME_&_GARDEN_1_323,HOME_&_GARDEN,HOME_&_GARDEN_1,51,254,79.92125984251969
HOME_&_GARDEN_1_324,HOME_&_GARDEN,HOME_&_GARDEN_1,377,270,39.62962962962963
HOME_&_GARDEN_1_325,HOME_&_GARDEN,HOME_&_GARDEN_1,137,396,65.40404040404042
HOME_&_GARDEN_1_326,HOME_&_GARDEN,HOME_&_GARDEN_1,158,246,35.77235772357724
HOME_&_GARDEN_1_327,HOME_&_GARDEN,HOME_&_GARDEN_1,1752,2123,17.47527084314649
HOME_&_GARDEN_1_328,HOME_&_GARDEN,HOME_&_GARDEN_1,1103,248,344.758064516129
HOME_&_GARDEN_1_329,HOME_&_GARDEN,HOME_&_GARDEN_1,338,244,38.52459016393443
HOME_&_GARDEN_1_330,HOME_&_GARDEN,HOME_&_GARDEN_1,284,374,24.06417112299465
HOME_&_GARDEN_1_331,HOME_&_GARDEN,HOME_&_GARDEN_1,251,239,5.02092050209205
HOME_&_GARDEN_1_332,HOME_&_GARDEN,HOME_&_GARDEN_1,142,249,42.971887550200805
HOME_&_GARDEN_1_333,HOME_&_GARDEN,HOME_&_GARDEN_1,229,292,21.575342465753426
HOME_&_GARDEN_1_334,HOME_&_GARDEN,HOME_&_GARDEN_1,3461,1854,86.67745415318231
HOME_&_GARDEN_1_335,HOME_&_GARDEN,HOME_&_GARDEN_1,129,257,49.80544747081712
HOME_&_GARDEN_1_336,HOME_&_GARDEN,HOME_&_GARDEN_1,222,272,18.38235294117647
HOME_&_GARDEN_1_337,HOME_&_GARDEN,HOME_&_GARDEN_1,82,276,70.28985507246377
HOME_&_GARDEN_1_338,HOME_&_GARDEN,HOME_&_GARDEN_1,735,313,134.82428115015975
HOME_&_GARDEN_1_339,HOME_&_GARDEN,HOME_&_GARDEN_1,1582,1854,14.670981661272922
HOME_&_GARDEN_1_340,HOME_&_GARDEN,HOME_&_GARDEN_1,63,259,75.67567567567568
HOME_&_GARDEN_1_341,HOME_&_GARDEN,HOME_&_GARDEN_1,178,239,25.523012552301257
HOME_&_GARDEN_1_342,HOME_&_GARDEN,HOME_&_GARDEN_1,350,285,22.807017543859647
HOME_&_GARDEN_1_343,HOME_&_GARDEN,HOME_&_GARDEN_1,489,268,82.46268656716418
HOME_&_GARDEN_1_344,HOME_&_GARDEN,HOME_&_GARDEN_1,455,233,95.27896995708154
HOME_&_GARDEN_1_345,HOME_&_GARDEN,HOME_&_GARDEN_1,184,238,22.689075630252102
HOME_&_GARDEN_1_346,HOME_&_GARDEN,HOME_&_GARDEN_1,196,313,37.38019169329074
HOME_&_GARDEN_1_347,HOME_&_GARDEN,HOME_&_GARDEN_1,411,307,33.876221498371336
HOME_&_GARDEN_1_348,HOME_&_GARDEN,HOME_&_GARDEN_1,770,452,70.35398230088495
HOME_&_GARDEN_1_349,HOME_&_GARDEN,HOME_&_GARDEN_1,510,976,47.74590163934426
HOME_&_GARDEN_1_350,HOME_&_GARDEN,HOME_&_GARDEN_1,288,377,23.607427055702917
HOME_&_GARDEN_1_351,HOME_&_GARDEN,HOME_&_GARDEN_1,1743,1854,5.9870550161812295
HOME_&_GARDEN_1_353,HOME_&_GARDEN,HOME_&_GARDEN_1,153,228,32.89473684210527
HOME_&_GARDEN_1_354,HOME_&_GARDEN,HOME_&_GARDEN_1,575,568,1.232394366197183
HOME_&_GARDEN_1_355,HOME_&_GARDEN,HOME_&_GARDEN_1,130,307,57.65472312703584
HOME_&_GARDEN_1_356,HOME_&_GARDEN,HOME_&_GARDEN_1,1,291,99.65635738831615
HOME_&_GARDEN_1_357,HOME_&_GARDEN,HOME_&_GARDEN_1,579,215,169.30232558139537
HOME_&_GARDEN_1_358,HOME_&_GARDEN,HOME_&_GARDEN_1,338,265,27.547169811320753
HOME_&_GARDEN_1_359,HOME_&_GARDEN,HOME_&_GARDEN_1,325,251,29.482071713147413
HOME_&_GARDEN_1_360,HOME_&_GARDEN,HOME_&_GARDEN_1,106,279,62.00716845878136
HOME_&_GARDEN_1_361,HOME_&_GARDEN,HOME_&_GARDEN_1,712,532,33.83458646616541
HOME_&_GARDEN_1_362,HOME_&_GARDEN,HOME_&_GARDEN_1,101,307,67.10097719869707
HOME_&_GARDEN_1_363,HOME_&_GARDEN,HOME_&_GARDEN_1,165,289,42.90657439446367
HOME_&_GARDEN_1_364,HOME_&_GARDEN,HOME_&_GARDEN_1,117,279,58.06451612903226
HOME_&_GARDEN_1_365,HOME_&_GARDEN,HOME_&_GARDEN_1,191,267,28.46441947565543
HOME_&_GARDEN_1_366,HOME_&_GARDEN,HOME_&_GARDEN_1,0,332,100.0
HOME_&_GARDEN_1_367,HOME_&_GARDEN,HOME_&_GARDEN_1,102,281,63.70106761565836
HOME_&_GARDEN_1_368,HOME_&_GARDEN,HOME_&_GARDEN_1,108,277,61.01083032490975
HOME_&_GARDEN_1_369,HOME_&_GARDEN,HOME_&_GARDEN_1,492,369,33.33333333333333
HOME_&_GARDEN_1_370,HOME_&_GARDEN,HOME_&_GARDEN_1,456,279,63.44086021505376
HOME_&_GARDEN_1_371,HOME_&_GARDEN,HOME_&_GARDEN_1,375,249,50.602409638554214
HOME_&_GARDEN_1_372,HOME_&_GARDEN,HOME_&_GARDEN_1,483,593,18.54974704890388
HOME_&_GARDEN_1_373,HOME_&_GARDEN,HOME_&_GARDEN_1,873,508,71.8503937007874
HOME_&_GARDEN_1_374,HOME_&_GARDEN,HOME_&_GARDEN_1,149,281,46.97508896797153
HOME_&_GARDEN_1_375,HOME_&_GARDEN,HOME_&_GARDEN_1,85,307,72.31270358306189
HOME_&_GARDEN_1_376,HOME_&_GARDEN,HOME_&_GARDEN_1,282,254,11.023622047244094
HOME_&_GARDEN_1_377,HOME_&_GARDEN,HOME_&_GARDEN_1,102,259,60.61776061776062
HOME_&_GARDEN_1_378,HOME_&_GARDEN,HOME_&_GARDEN_1,60,113,46.902654867256636
HOME_&_GARDEN_1_379,HOME_&_GARDEN,HOME_&_GARDEN_1,660,1282,48.517940717628704
HOME_&_GARDEN_1_380,HOME_&_GARDEN,HOME_&_GARDEN_1,176,247,28.74493927125506
HOME_&_GARDEN_1_381,HOME_&_GARDEN,HOME_&_GARDEN_1,318,277,14.801444043321299
HOME_&_GARDEN_1_382,HOME_&_GARDEN,HOME_&_GARDEN_1,429,527,18.59582542694497
HOME_&_GARDEN_1_383,HOME_&_GARDEN,HOME_&_GARDEN_1,335,534,37.265917602996254
HOME_&_GARDEN_1_384,HOME_&_GARDEN,HOME_&_GARDEN_1,304,272,11.76470588235294
HOME_&_GARDEN_1_385,HOME_&_GARDEN,HOME_&_GARDEN_1,770,593,29.848229342327148
HOME_&_GARDEN_1_386,HOME_&_GARDEN,HOME_&_GARDEN_1,754,730,3.287671232876712
HOME_&_GARDEN_1_387,HOME_&_GARDEN,HOME_&_GARDEN_1,820,659,24.430955993930198
HOME_&_GARDEN_1_388,HOME_&_GARDEN,HOME_&_GARDEN_1,1,280,99.64285714285714
HOME_&_GARDEN_1_389,HOME_&_GARDEN,HOME_&_GARDEN_1,1197,2123,43.61752237399906
HOME_&_GARDEN_1_390,HOME_&_GARDEN,HOME_&_GARDEN_1,336,503,33.20079522862823
HOME_&_GARDEN_1_393,HOME_&_GARDEN,HOME_&_GARDEN_1,516,616,16.233766233766232
HOME_&_GARDEN_1_394,HOME_&_GARDEN,HOME_&_GARDEN_1,183,239,23.430962343096233
HOME_&_GARDEN_1_395,HOME_&_GARDEN,HOME_&_GARDEN_1,141,246,42.68292682926829
HOME_&_GARDEN_1_396,HOME_&_GARDEN,HOME_&_GARDEN_1,316,281,12.455516014234876
HOME_&_GARDEN_1_397,HOME_&_GARDEN,HOME_&_GARDEN_1,338,378,10.582010582010582
HOME_&_GARDEN_1_398,HOME_&_GARDEN,HOME_&_GARDEN_1,171,427,59.95316159250586
HOME_&_GARDEN_1_399,HOME_&_GARDEN,HOME_&_GARDEN_1,2162,1282,68.64274570982839
HOME_&_GARDEN_1_400,HOME_&_GARDEN,HOME_&_GARDEN_1,225,281,19.9288256227758
HOME_&_GARDEN_1_401,HOME_&_GARDEN,HOME_&_GARDEN_1,107,215,50.23255813953489
HOME_&_GARDEN_1_402,HOME_&_GARDEN,HOME_&_GARDEN_1,111,281,60.4982206405694
HOME_&_GARDEN_1_403,HOME_&_GARDEN,HOME_&_GARDEN_1,124,313,60.383386581469644
HOME_&_GARDEN_1_404,HOME_&_GARDEN,HOME_&_GARDEN_1,435,372,16.93548387096774
HOME_&_GARDEN_1_405,HOME_&_GARDEN,HOME_&_GARDEN_1,176,357,50.700280112044815
HOME_&_GARDEN_1_406,HOME_&_GARDEN,HOME_&_GARDEN_1,145,282,48.58156028368794
HOME_&_GARDEN_1_407,HOME_&_GARDEN,HOME_&_GARDEN_1,286,267,7.116104868913857
HOME_&_GARDEN_1_408,HOME_&_GARDEN,HOME_&_GARDEN_1,412,276,49.275362318840585
HOME_&_GARDEN_1_409,HOME_&_GARDEN,HOME_&_GARDEN_1,1968,976,101.63934426229508
HOME_&_GARDEN_1_410,HOME_&_GARDEN,HOME_&_GARDEN_1,756,294,157.14285714285714
HOME_&_GARDEN_1_411,HOME_&_GARDEN,HOME_&_GARDEN_1,470,377,24.6684350132626
HOME_&_GARDEN_1_412,HOME_&_GARDEN,HOME_&_GARDEN_1,212,227,6.607929515418502
HOME_&_GARDEN_1_413,HOME_&_GARDEN,HOME_&_GARDEN_1,373,285,30.87719298245614
HOME_&_GARDEN_1_414,HOME_&_GARDEN,HOME_&_GARDEN_1,1434,2123,32.45407442298634
HOME_&_GARDEN_1_415,HOME_&_GARDEN,HOME_&_GARDEN_1,136,214,36.44859813084112
HOME_&_GARDEN_1_416,HOME_&_GARDEN,HOME_&_GARDEN_1,645,482,33.81742738589212
HOME_&_GARDEN_1_417,HOME_&_GARDEN,HOME_&_GARDEN_1,137,276,50.36231884057971
HOME_&_GARDEN_1_418,HOME_&_GARDEN,HOME_&_GARDEN_1,2916,1854,57.28155339805825
HOME_&_GARDEN_1_419,HOME_&_GARDEN,HOME_&_GARDEN_1,106,259,59.07335907335908
HOME_&_GARDEN_1_420,HOME_&_GARDEN,HOME_&_GARDEN_1,142,332,57.22891566265061
HOME_&_GARDEN_1_421,HOME_&_GARDEN,HOME_&_GARDEN_1,396,268,47.76119402985074
HOME_&_GARDEN_1_422,HOME_&_GARDEN,HOME_&_GARDEN_1,151,249,39.3574297188755
HOME_&_GARDEN_1_423,HOME_&_GARDEN,HOME_&_GARDEN_1,107,557,80.78994614003591
HOME_&_GARDEN_1_424,HOME_&_GARDEN,HOME_&_GARDEN_1,123,289,57.43944636678201
HOME_&_GARDEN_1_425,HOME_&_GARDEN,HOME_&_GARDEN_1,653,593,10.118043844856661
HOME_&_GARDEN_1_426,HOME_&_GARDEN,HOME_&_GARDEN_1,342,404,15.346534653465346
HOME_&_GARDEN_1_427,HOME_&_GARDEN,HOME_&_GARDEN_1,4,310,98.70967741935483
HOME_&_GARDEN_1_428,HOME_&_GARDEN,HOME_&_GARDEN_1,114,307,62.866449511400646
HOME_&_GARDEN_1_429,HOME_&_GARDEN,HOME_&_GARDEN_1,1754,659,166.1608497723824
HOME_&_GARDEN_1_430,HOME_&_GARDEN,HOME_&_GARDEN_1,1180,2123,44.41827602449364
HOME_&_GARDEN_1_431,HOME_&_GARDEN,HOME_&_GARDEN_1,382,281,35.94306049822064
HOME_&_GARDEN_1_432,HOME_&_GARDEN,HOME_&_GARDEN_1,176,328,46.34146341463415
HOME_&_GARDEN_1_433,HOME_&_GARDEN,HOME_&_GARDEN_1,99,315,68.57142857142857
HOME_&_GARDEN_1_434,HOME_&_GARDEN,HOME_&_GARDEN_1,535,281,90.39145907473309
HOME_&_GARDEN_1_435,HOME_&_GARDEN,HOME_&_GARDEN_1,110,233,52.78969957081545
HOME_&_GARDEN_1_436,HOME_&_GARDEN,HOME_&_GARDEN_1,2,220,99.0909090909091
HOME_&_GARDEN_1_437,HOME_&_GARDEN,HOME_&_GARDEN_1,627,557,12.567324955116696
HOME_&_GARDEN_1_438,HOME_&_GARDEN,HOME_&_GARDEN_1,250,335,25.37313432835821
HOME_&_GARDEN_1_439,HOME_&_GARDEN,HOME_&_GARDEN_1,607,2123,71.40838436175224
HOME_&_GARDEN_1_440,HOME_&_GARDEN,HOME_&_GARDEN_1,497,379,31.13456464379947
HOME_&_GARDEN_1_441,HOME_&_GARDEN,HOME_&_GARDEN_1,1278,361,254.01662049861494
HOME_&_GARDEN_1_442,HOME_&_GARDEN,HOME_&_GARDEN_1,217,259,16.216216216216218
HOME_&_GARDEN_1_443,HOME_&_GARDEN,HOME_&_GARDEN_1,699,549,27.322404371584703
HOME_&_GARDEN_1_444,HOME_&_GARDEN,HOME_&_GARDEN_1,153,239,35.98326359832636
HOME_&_GARDEN_1_445,HOME_&_GARDEN,HOME_&_GARDEN_1,709,600,18.166666666666668
HOME_&_GARDEN_1_446,HOME_&_GARDEN,HOME_&_GARDEN_1,123,313,60.70287539936102
HOME_&_GARDEN_1_447,HOME_&_GARDEN,HOME_&_GARDEN_1,2262,1854,22.006472491909385
HOME_&_GARDEN_1_448,HOME_&_GARDEN,HOME_&_GARDEN_1,2423,1854,30.69039913700108
HOME_&_GARDEN_1_449,HOME_&_GARDEN,HOME_&_GARDEN_1,289,306,5.555555555555555
HOME_&_GARDEN_1_450,HOME_&_GARDEN,HOME_&_GARDEN_1,274,508,46.06299212598425
HOME_&_GARDEN_1_451,HOME_&_GARDEN,HOME_&_GARDEN_1,132,281,53.02491103202846
HOME_&_GARDEN_1_452,HOME_&_GARDEN,HOME_&_GARDEN_1,117,289,59.515570934256054
